aceleracion[0], -263.0,
aceleracion[1], 298.0,
aceleracion[2], 897.0,
aceleracion[3], 1176.0,
aceleracion[4], 1600.0,
aceleracion[5], 1667.0,
aceleracion[6], 1837.0,
aceleracion[7], 2012.0,
aceleracion[8], 2088.0,
aceleracion[9], 2261.0,
aceleracion[10], 2308.0,
aceleracion[11], 2218.0,
aceleracion[12], 2164.0,
aceleracion[13], 2304.0,
aceleracion[14], 2232.0,
aceleracion[15], 2142.0,
aceleracion[16], 2175.0,
aceleracion[17], 2137.0,
aceleracion[18], 2070.0,
aceleracion[19], 2065.0,
aceleracion[20], 2001.0,
aceleracion[21], 1963.0,
aceleracion[22], 1867.0,
aceleracion[23], 1793.0,
aceleracion[24], 1715.0,
aceleracion[25], 1633.0,
aceleracion[26], 1638.0,
aceleracion[27], 1524.0,
aceleracion[28], 1469.0,
aceleracion[29], 1374.0,
aceleracion[30], 1299.0,
aceleracion[31], 1173.0,
aceleracion[32], 1066.0,
aceleracion[33], 942.0,
aceleracion[34], 853.0,
aceleracion[35], 573.0,
aceleracion[36], 355.0,
aceleracion[37], 203.0,
aceleracion[38], -44.0,
aceleracion[39], -301.0,
aceleracion[40], -517.0,
aceleracion[41], -729.0,
aceleracion[42], -1011.0,
aceleracion[43], -1301.0,
aceleracion[44], -1588.0,
aceleracion[45], -1858.0,
aceleracion[46], -2153.0,
aceleracion[47], -2450.0,
aceleracion[48], -2753.0,
aceleracion[49], -2982.0,
aceleracion[50], -3207.0,
aceleracion[51], -3459.0,
aceleracion[52], -3569.0,
aceleracion[53], -3688.0,
aceleracion[54], -3771.0,
aceleracion[55], -3725.0,
aceleracion[56], -3726.0,
aceleracion[57], -3600.0,
aceleracion[58], -3222.0,
aceleracion[59], -3068.0,
aceleracion[60], -2163.0,
aceleracion[61], -1731.0,
aceleracion[62], -1364.0,
aceleracion[63], -849.0,
